      r      theta      rho   t_gas   t_rad          v_r      v_theta
624.169    0.81076 -13.6779 7.46547 4.75164     0.105272    0.0157272
624.169   0.903939 -13.6159 7.25921 4.74119    0.0772199    0.0127105
624.169    1.00687 -13.4777 6.95673 4.72965    0.0486156    0.0100421
624.169    1.11946 -13.1449 6.21025 4.72238    0.0260365   0.00655317
624.169    1.24093 -12.5447 4.85129 4.72951    0.0162657   0.00615626
624.169    1.36967 -12.1281 4.90525 4.78078    0.0132562   0.00546777
624.169    1.50319 -11.8294 5.29307 4.83876    0.0125869   0.00481654
624.169     1.6384 -11.8292  5.2805 4.83882    0.0126191  -0.00493516
624.169    1.77193 -12.1379 4.92997  4.7829     0.013412   -0.0055427
624.169    1.90066 -12.5444  4.9571 4.74089    0.0165337  -0.00651719
624.169    2.02213 -13.1295 6.28754 4.73642    0.0264399  -0.00757617
624.169    2.13472 -13.4703 7.00268 4.74475    0.0523274    -0.010996
624.169    2.23765 -13.5975 7.22786 4.75587     0.084277   -0.0135898
624.169    2.33083  -13.656 7.37754 4.76464     0.110606   -0.0153259
624.169    2.41465 -13.6543 7.46316 4.76734     0.126995   -0.0176297
624.169    2.48978 -13.6217 7.47942  4.7685     0.134889   -0.0197898
624.169    2.55704 -13.5858 7.51842 4.77516     0.141556   -0.0218151
624.169    2.61726 -13.5611 7.52925 4.78386     0.148361   -0.0222939
624.169    2.67125 -13.5524 7.55766 4.79642     0.156523   -0.0216719
624.169    2.71977 -13.5617 7.58398 4.81045     0.168018   -0.0204072
624.169    2.76348 -13.5818 7.64561 4.82412     0.188038    -0.019227
624.169    2.80297 -13.6034 7.69941  4.8386     0.216758   -0.0190725
624.169    2.83874 -13.6266 7.83354 4.85195     0.250564   -0.0198262
624.169    2.87126 -13.6572 7.95688  4.8678     0.295206   -0.0219302
624.169    2.90089  -13.689 8.10849 4.88063     0.346114   -0.0228798
624.169    2.92796 -13.7347 8.23877 4.89399     0.413818   -0.0250872
624.169    2.95277 -13.7867 8.43057 4.90842     0.488799   -0.0236215
624.169    2.97555 -13.8527 8.54778 4.92394     0.575559   -0.0245681
624.169    2.99651 -13.9168 8.69194 4.94087     0.656546   -0.0201142
624.169    3.01585 -13.9915 8.73923 4.95293     0.715244   -0.0195381
624.169     3.0337 -14.0566 8.84255 4.97387     0.748581   -0.0141516
624.169    3.05023 -14.0876 8.91162 4.98828     0.762439   -0.0146914
624.169    3.06553 -14.0517 8.93249 4.99942     0.754861  -0.00930296
624.169    3.07973  -13.934 8.97839 5.00942     0.723502  -0.00973484
624.169    3.09291 -13.7419 8.96848  5.0237     0.651176  -0.00447914
624.169    3.10515 -13.5133 8.95703 5.04199     0.555699  -0.00605864
624.169    3.11653 -13.2913 9.01161 5.07031     0.450437   -0.0059208
624.169    3.12711 -13.0942 9.13616 5.09883     0.371436   0.00739671
624.169    3.13694 -12.9117 9.09853 5.13353     0.305428     0.124238
667.204 0.00444498 -12.9023 9.08896 5.12503     0.314723    -0.134522
667.204  0.0138394 -13.1042  9.1385 5.08508     0.378077   -0.0137612
667.204   0.023948 -13.3093  9.0366 5.05251     0.448501   0.00108572
667.204  0.0348261 -13.5239 8.96348 5.02403     0.549099   0.00571412
667.204  0.0465358 -13.7506 8.99064 5.00288     0.642726   0.00424778
667.204  0.0591475  -13.977 9.02254 4.98576     0.714518    0.0092938
667.204  0.0727408 -14.1322 9.00997 4.97419     0.748658   0.00938113
667.204  0.0874062 -14.1865 8.93728 4.96198     0.760036    0.0156984
667.204   0.103247 -14.1723 8.93875 4.95308     0.751717    0.0168448
667.204   0.120382 -14.1178 8.81647 4.93762     0.726096    0.0222977
667.204   0.138947 -14.0496 8.75912 4.92045      0.67303    0.0222142
667.204   0.159099 -13.9989 8.65963 4.90165     0.600664    0.0259975
667.204    0.18102 -13.9423 8.52941  4.8889     0.521115    0.0232658
667.204   0.204919 -13.8893 8.38189 4.87309     0.445268    0.0245352
667.204   0.231042 -13.8467 8.21574 4.86202     0.373112     0.021669
667.204   0.259674 -13.8133 8.10485 4.84779     0.317112    0.0223389
667.204   0.291149 -13.7711 7.96317 4.83135     0.269442    0.0203792
667.204   0.325857 -13.7344 7.86224 4.81873     0.232992    0.0209515
667.204   0.364253 -13.7062 7.79366 4.80775     0.203682    0.0209488
667.204   0.406869  -13.685  7.7729 4.79207      0.18106    0.0220232
667.204   0.454321  -13.672 7.72298 4.77446     0.164103    0.0224492
667.204    0.50732 -13.6738 7.65005  4.7593     0.152568    0.0225817
667.204   0.566668 -13.6922 7.64159 4.75145     0.143839    0.0221464
667.204   0.633254 -13.7208 7.56114 4.74597     0.133651    0.0205751
667.204   0.708025 -13.7444 7.46141 4.74322     0.122307     0.019102
667.204   0.791921 -13.7461 7.29857 4.73759     0.105816    0.0170122
667.204   0.885771 -13.6884 7.23989 4.72592    0.0863303    0.0156015
667.204   0.990122 -13.5634 7.03682 4.71288    0.0583213    0.0129146
667.204    1.10501 -13.2499 6.56943 4.70093     0.029712   0.00822632
667.204    1.22972 -12.6698 4.86933 4.70167     0.017845   0.00709643
667.204    1.36253 -12.2256 4.65767 4.74051     0.015626   0.00658873
667.204    1.50074  -11.816 5.33548  4.8138    0.0156843   0.00565999
667.204    1.64085 -11.8197 5.32093 4.81277    0.0156704  -0.00571524
667.204    1.77906 -12.2305 4.61101 4.74354    0.0157679  -0.00665907
667.204    1.91188 -12.6762 4.81668 4.71469    0.0182144  -0.00715853
667.204    2.03658 -13.2306 6.51088 4.71588    0.0306089  -0.00893048
667.204    2.15147  -13.546 7.10915 4.72829    0.0605933   -0.0135299
667.204    2.25582 -13.6676 7.24311 4.74145    0.0901798   -0.0160207
667.204    2.34967 -13.7231 7.34247 4.75029     0.112328   -0.0172577
667.204    2.43357 -13.7182 7.37349 4.75032     0.127533   -0.0185382
667.204    2.50834 -13.6826 7.46943 4.75391     0.136226   -0.0199174
667.204    2.57492  -13.644 7.58856 4.75963     0.143473   -0.0216869
667.204    2.63427 -13.6154  7.6164 4.77015     0.150701   -0.0228969
667.204    2.68727 -13.6055 7.63613 4.78298     0.159749   -0.0227975
667.204    2.73472 -13.6138 7.62973  4.7984     0.173351   -0.0218046
667.204    2.77734 -13.6341 7.67061 4.81411      0.19293   -0.0206874
667.204    2.81574 -13.6581 7.77619 4.82655     0.223985   -0.0209565
667.204    2.85044 -13.6811 7.88229 4.83916      0.26253   -0.0215735
667.204    2.88192  -13.714 7.94288 4.85005     0.309096   -0.0237321
667.204    2.91055 -13.7483 8.09573 4.86437     0.359849   -0.0242101
667.204    2.93667 -13.7927 8.31543 4.88021     0.429515   -0.0262864
667.204    2.96057  -13.844 8.48584 4.89518     0.505699    -0.025662
667.204    2.98249 -13.9099 8.57722 4.90913     0.589761   -0.0274176
667.204    3.00265 -13.9766 8.70675 4.92742     0.666522   -0.0219417
667.204    3.02121 -14.0592 8.80939 4.94471     0.724317    -0.021535
667.204    3.03835 -14.1192 8.84415 4.96435     0.754453   -0.0153869
667.204    3.05419 -14.1345 8.92781 4.97593     0.766029   -0.0151267
667.204    3.06885 -14.0813 8.93741  4.9865     0.756672  -0.00927528
667.204    3.08245 -13.9424 8.95702 4.99794     0.724348  -0.00898983
667.204    3.09506 -13.7387 8.96631 5.01402     0.650396  -0.00391935
667.204    3.10677 -13.5129 8.92362 5.03122      0.54819  -0.00473395
667.204    3.11764 -13.2981  8.9955 5.05895      0.44238  -0.00356533
667.204    3.12775 -13.0949 9.12949 5.09065     0.363149   0.00893956
667.204    3.13715 -12.9058 9.09163 5.12804     0.295732     0.129167
713.208 0.00424491  -12.903 9.07375 5.11565     0.311148    -0.134229
713.208  0.0132183 -13.1023 9.13889 5.07973     0.372942    -0.014701
713.208  0.0228768 -13.3117 9.02597 5.04327     0.441791  -0.00193868
713.208  0.0332742 -13.5281 8.97146 5.01289     0.544741   0.00367903
713.208  0.0444709 -13.7527 8.96794 4.99007     0.640548   0.00220358
713.208  0.0565353 -13.9831 9.01083 4.97388     0.714756   0.00892398
713.208  0.0695453 -14.1545 8.99867 4.96022      0.75032   0.00915591
713.208  0.0835893 -14.2309 8.97391 4.94942     0.761653    0.0159373
713.208  0.0987687 -14.2298 8.93127 4.93867     0.755993    0.0172701
713.208     0.1152 -14.1798 8.83486  4.9243     0.734346    0.0233985
713.208   0.133017 -14.1087 8.78825 4.90855     0.684379    0.0239901
713.208   0.152374 -14.0521 8.65409 4.88985     0.616526    0.0282296
713.208   0.173452 -13.9974 8.53663 4.87397     0.539826    0.0252964
713.208   0.196459 -13.9468 8.47613 4.86041      0.46322    0.0265282
713.208   0.221641  -13.906 8.28538 4.84673     0.387896    0.0230857
713.208   0.249283 -13.8717 8.10397 4.83363     0.330438    0.0239851
713.208   0.279722 -13.8269 7.97158 4.82237     0.280238    0.0217697
713.208   0.313353 -13.7906 7.88898  4.8072     0.239828    0.0223693
713.208   0.350644 -13.7592 7.76854  4.7946     0.207783    0.0218572
713.208    0.39214 -13.7356 7.68931  4.7787     0.185567    0.0225775
713.208   0.438486 -13.7236 7.63423 4.76171     0.170037     0.023162
713.208   0.490428  -13.729 7.65912 4.74792     0.158369    0.0230795
713.208   0.548825 -13.7522 7.64385 4.73871      0.14929    0.0224188
713.208   0.614646 -13.7847 7.56496 4.73285     0.141361    0.0212953
713.208   0.688942 -13.8102 7.50234 4.72976     0.130514    0.0200307
713.208   0.772793 -13.8166 7.43022 4.72435     0.111785    0.0181488
713.208   0.867195 -13.7591 7.27578 4.71022      0.08532    0.0164177
713.208   0.972876  -13.617 7.13071 4.69413    0.0598935    0.0149557
713.208    1.09003 -13.3274 6.65183  4.6778    0.0396956    0.0116706
713.208    1.21801 -12.8306  5.7017 4.67062    0.0269571    0.0103195
713.208    1.35505 -12.3863 4.78899 4.68836    0.0210074    0.0105218
713.208    1.49816    -11.9 5.57057   4.759    0.0174453   0.00819831
713.208    1.64343 -11.9041  5.5387 4.75828    0.0175382  -0.00833291
713.208    1.78654 -12.3807 4.83376  4.6949    0.0211185   -0.0106667
713.208    1.92358 -12.8315 5.73965 4.68184    0.0269806   -0.0105378
713.208    2.05156  -13.316 6.73459 4.69019    0.0399419   -0.0125145
713.208    2.16872 -13.6088 7.21195  4.7076    0.0636385   -0.0159403
713.208     2.2744 -13.7417 7.34636 4.72293    0.0919541   -0.0174707
713.208     2.3688 -13.7946 7.44898 4.73503     0.117838   -0.0189891
713.208    2.45265 -13.7868 7.32902  4.7394     0.133169   -0.0196992
713.208    2.52695 -13.7444 7.44344   4.743     0.141019   -0.0205528
713.208    2.59277 -13.6999 7.53192  4.7479     0.147911   -0.0216025
713.208    2.65117 -13.6681 7.52653 4.75663     0.155907   -0.0226912
713.208    2.70311 -13.6555 7.56098 4.76782     0.165676   -0.0231887
713.208    2.74945 -13.6645 7.66112 4.78422     0.178984   -0.0226254
713.208    2.79095 -13.6875 7.71193 4.80053     0.201213   -0.0220855
713.208    2.82824 -13.7131 7.77056 4.81324     0.234239   -0.0224649
713.208    2.86187 -13.7398 7.87627 4.82435     0.272092   -0.0227638
713.208    2.89231 -13.7739 8.03954 4.83789     0.320526   -0.0250023
713.208    2.91995 -13.8097 8.22089 4.85443     0.375174   -0.0256332
713.208    2.94513 -13.8526 8.37709 4.86761     0.445931   -0.0286078
713.208    2.96814  -13.903 8.50723 4.88136     0.523199   -0.0275817
713.208    2.98922 -13.9698 8.61489 4.89747     0.603559   -0.0296349
713.208    3.00858 -14.0413 8.72498 4.91809     0.676054   -0.0240789
713.208    3.02639 -14.1286 8.83892  4.9343     0.733213   -0.0237272
713.208    3.04282 -14.1796 8.88047 4.95056     0.760294   -0.0177244
713.208      3.058 -14.1765 8.94107 4.96141     0.768594   -0.0162889
713.208    3.07205 -14.0998 8.91783  4.9729     0.758213  -0.00967246
713.208    3.08506 -13.9462 8.94685 4.98554     0.724207   -0.0086053
713.208    3.09712 -13.7403 8.94709 5.00246     0.649468  -0.00355168
713.208    3.10832 -13.5216  8.9042 5.02085     0.542762  -0.00266964
713.208    3.11872 -13.3123 8.99598 5.05028      0.43483  -0.00152059
713.208    3.12837 -13.1153 9.12845 5.08329      0.35493    0.0121094
713.208    3.13735 -12.9257 9.09999 5.12296     0.288123      0.13492
762.384 0.00405312  -12.905 9.09771 5.11591      0.30596    -0.141944
762.384  0.0126226 -13.1089  9.1293  5.0708     0.371109    -0.017294
762.384  0.0218489 -13.3099 9.00979 5.03465     0.439986   -0.0055015
762.384  0.0317841 -13.5236 8.92361 4.99935      0.53958   0.00110726
762.384  0.0424868 -13.7489 8.94716 4.97625     0.634306  0.000417091
762.384  0.0540238 -13.9787 8.98616 4.95666     0.711636   0.00828174
762.384  0.0664706 -14.1633 8.98777 4.94329     0.750088   0.00873235
762.384  0.0799137 -14.2628 8.95848 4.93222     0.762334    0.0161363
762.384  0.0944523 -14.2818  8.9022 4.92164     0.759021    0.0173829
762.384     0.1102 -14.2432 8.87956 4.91141     0.740817    0.0247035
762.384   0.127289 -14.1686 8.80042 4.89557     0.695189    0.0256089
762.384   0.145871 -14.1046 8.66617 4.87488     0.631707    0.0295659
762.384   0.166125 -14.0505 8.57026 4.86061     0.557718    0.0269713
762.384   0.188257 -14.0046  8.4999 4.84465     0.481211    0.0283739
762.384    0.21251 -13.9648 8.28937 4.82851     0.403432    0.0247286
762.384   0.239172 -13.9312 8.19055 4.81598     0.340903    0.0252649
762.384    0.26858 -13.8844 8.03993 4.80558      0.28915     0.023036
762.384   0.301133 -13.8485 7.92648 4.79491     0.249719    0.0236599
762.384   0.337306 -13.8152 7.87945 4.78425     0.216872    0.0231452
762.384   0.377662 -13.7912 7.80029 4.76821     0.191017    0.0235685
762.384   0.422864 -13.7813 7.71448 4.74985     0.172409    0.0237456
762.384   0.473696  -13.789 7.64703 4.73591     0.160081    0.0234949
762.384    0.53107 -13.8175 7.56048 4.72631     0.150601    0.0227628
762.384    0.59603 -13.8549 7.44853 4.72063     0.141032     0.021597
762.384   0.669737 -13.8868 7.37453 4.71691     0.129358    0.0208131
762.384   0.753415  -13.895  7.3589 4.71028     0.115182    0.0201543
762.384   0.848242 -13.8453 7.21092 4.69432    0.0951121    0.0198032
762.384   0.955148 -13.7091 7.03634 4.67371    0.0683554    0.0182687
762.384    1.07452 -13.4588 6.60542 4.64959    0.0436684     0.013507
762.384    1.20582 -13.0571  5.5542 4.63248    0.0288061    0.0114766
762.384    1.34722 -12.6425 5.23932 4.63526    0.0222281    0.0121713
762.384    1.49546 -12.1648 6.03346  4.6754    0.0177214   0.00887165
762.384    1.64613 -12.1693  5.9955 4.67576    0.0178198    -0.009117
762.384    1.79438 -12.6289  5.1681 4.64149    0.0223446    -0.012402
762.384    1.93577 -13.0487 5.59736  4.6452    0.0294096   -0.0118677
762.384    2.06707 -13.4518  6.7156 4.66373    0.0451777   -0.0148148
762.384    2.18644 -13.6913 7.08244 4.68755    0.0706517   -0.0192583
762.384    2.29335 -13.8131  7.1406 4.70702    0.0971551   -0.0202622
762.384    2.38818 -13.8652 7.24098 4.72003     0.119874   -0.0206359
762.384    2.47186 -13.8614 7.46118  4.7259     0.135137   -0.0206837
762.384    2.54556 -13.8158 7.51027 4.72998     0.143083   -0.0210268
762.384    2.61052 -13.7692 7.54934 4.73536     0.149725   -0.0216723
762.384     2.6679 -13.7301 7.62951 4.74392     0.157857   -0.0227366
762.384    2.71873 -13.7142 7.67725 4.75521     0.168965   -0.0239266
762.384    2.76393 -13.7234 7.73619 4.77049       0.1846    -0.024007
762.384    2.80429 -13.7444 7.80169  4.7864     0.207701   -0.0236572
762.384    2.84046 -13.7729 7.84899 4.79752     0.242317   -0.0243959
762.384    2.87301 -13.8027 7.89809 4.80773     0.284858    -0.024628
762.384    2.90242 -13.8353 8.03973  4.8186     0.335719   -0.0268851
762.384    2.92908 -13.8707 8.25367 4.83686     0.391651   -0.0270261
762.384    2.95334 -13.9118 8.37959 4.84549     0.464428   -0.0301522
762.384    2.97547 -13.9635 8.54706 4.86913     0.541353    -0.029224
762.384    2.99572 -14.0313 8.60483 4.88321     0.617072   -0.0314966
762.384     3.0143 -14.1135 8.78989 4.90653     0.686745   -0.0262655
762.384    3.03139 -14.1969 8.86375 4.92266     0.740332   -0.0254251
762.384    3.04714 -14.2333 8.91851 4.93656     0.764431   -0.0191759
762.384    3.06168 -14.2094 8.91428 4.94745     0.769187   -0.0166184
762.384    3.07512 -14.1126 8.92796 4.96004     0.758264  -0.00984341
762.384    3.08757 -13.9445 8.94153 4.97267     0.721524  -0.00804705
762.384    3.09911 -13.7428 8.88421 4.99004     0.644749  -0.00290956
762.384    3.10981 -13.5324 8.89527 5.01052     0.539588  -0.00127533
762.384    3.11974 -13.3244 9.00848 5.04262     0.427573    0.0011181
762.384    3.12897 -13.1407 9.14952 5.07836     0.347127    0.0156377
762.384    3.13754 -12.9659 9.12603 5.12024     0.281823     0.141152
814.951 0.00386938 -12.9029 9.12051 5.11623     0.305008    -0.147087
814.951  0.0120517 -13.1039 9.12299 5.06667     0.370815   -0.0194535
814.951  0.0208632 -13.3021 8.99254 5.02814     0.436367  -0.00660948
814.951  0.0303543 -13.5155 8.90067 4.99051     0.533081  0.000153832
814.951   0.040582 -13.7377 8.91196 4.96579     0.625964 -3.99004e-05
814.951  0.0516109 -13.9657 8.94105 4.94256      0.70437   0.00820347
814.951  0.0635147 -14.1633 9.00249 4.92825      0.74728   0.00975547
814.951  0.0763775 -14.2893 8.97775 4.91608     0.761303    0.0173767
814.951  0.0902961 -14.3295  8.9324 4.90595     0.760566    0.0190826
814.951   0.105382 -14.3063  8.9144 4.89779     0.746224    0.0264868
814.951   0.121763  -14.232 8.78397 4.88379     0.705003    0.0271602
814.951   0.139591 -14.1605   8.638 4.86155     0.645942    0.0316878
814.951    0.15904 -14.1044 8.60006 4.84559     0.576751    0.0302583
814.951   0.180314 -14.0595 8.57407 4.82924     0.501827    0.0315363
814.951   0.203656 -14.0212 8.39411 4.81354     0.421948    0.0270234
814.951   0.229349 -13.9907 8.28349 4.80386     0.357845    0.0272278
814.951   0.257734 -13.9443 8.08903 4.79273     0.301685    0.0247444
814.951   0.289211 -13.9071 7.98826 4.78161     0.258242    0.0251387
814.951   0.324261 -13.8721 7.86687 4.77026      0.22423    0.0245935
814.951   0.363457   -13.85 7.73837 4.75467     0.200239    0.0250008
814.951   0.407485 -13.8432 7.62685 4.73816     0.181844    0.0250721
814.951   0.457159 -13.8575 7.55234 4.72669     0.167395    0.0242852
814.951   0.513441 -13.8908 7.56392 4.71845     0.156801    0.0237356
814.951    0.57745 -13.9343 7.55004 4.71081      0.14867    0.0225968
814.951   0.650455 -13.9714 7.53253 4.70463     0.138705    0.0222525
814.951   0.733829 -13.9761 7.30693 4.69509     0.121297    0.0220994
814.951   0.828942 -13.9227 7.11094 4.67679    0.0961664     0.021805
814.951   0.936955 -13.7925 6.77565 4.65429    0.0742589    0.0214841
814.951    1.05848 -13.6102 6.83401 4.62462    0.0562108     0.019434
814.951    1.19312 -13.2469 6.51668 4.59863    0.0383307    0.0172345
814.951    1.33901 -12.8922 6.20221  4.5812    0.0283066    0.0153091
814.951    1.49262 -12.5834 6.73658 4.58841     0.021587   0.00833946
814.951    1.64898 -12.5849  6.7252 4.59085    0.0218027   -0.0086621
814.951    1.80258 -12.8872  6.1608 4.58899    0.0286026   -0.0155223
814.951    1.94848 -13.2336  6.4641 4.61052    0.0384455    -0.017342
814.951    2.08311 -13.5954 6.73159 4.63845    0.0572143   -0.0200626
814.951    2.20464 -13.7757 6.87947 4.66725    0.0764882   -0.0223415
814.951    2.31265 -13.8998 7.20897 4.68841    0.0996225   -0.0228274
814.951    2.40776 -13.9515 7.28647  4.7023     0.125465   -0.0225846
814.951    2.49114 -13.9399  7.3639 4.71061     0.141377   -0.0221825
814.951    2.56414 -13.8894 7.38126 4.71643     0.148945   -0.0218126
814.951    2.62815 -13.8386  7.5281 4.72308      0.15683   -0.0222396
814.951    2.68443 -13.7957  7.5252 4.73233     0.165193   -0.0230607
814.951    2.73411  -13.772 7.59666 4.74309     0.176786   -0.0242411
814.951    2.77814 -13.7765 7.68457 4.75594     0.192694   -0.0251022
814.951    2.81733 -13.7984 7.79622 4.77099     0.217694   -0.0252745
814.951    2.85238 -13.8312  7.8411 4.78395     0.254755   -0.0264005
814.951    2.88386 -13.8662 7.98562 4.79968     0.296607   -0.0264887
814.951    2.91224 -13.9014 8.13534 4.80875     0.349151   -0.0288976
814.951    2.93794  -13.934 8.29473 4.82249     0.407833   -0.0286002
814.951    2.96128 -13.9711 8.49876 4.83414      0.48285   -0.0322559
814.951    2.98255 -14.0254 8.55597 4.85341     0.558524    -0.031041
814.951      3.002 -14.1004  8.6344  4.8669     0.629553   -0.0323713
814.951    3.01983 -14.1864 8.78467 4.89045     0.696416   -0.0272791
814.951    3.03621 -14.2606 8.88829 4.90755     0.746755   -0.0260262
814.951     3.0513 -14.2789 8.88389  4.9193      0.76713   -0.0194292
814.951    3.06522 -14.2373 8.90889 4.92972     0.768961   -0.0166132
814.951    3.07808 -14.1228  8.9058 4.94268     0.756943   -0.0105256
814.951    3.08998 -13.9438   8.865 4.95634      0.71834  -0.00768774
814.951    3.10101 -13.7465 8.85111 4.97618     0.639311  -0.00351951
814.951    3.11124 -13.5397 8.88833 5.00165     0.534206 -0.000440105
814.951    3.12073  -13.335 9.02323 5.03701     0.425432   0.00145984
814.951    3.12954 -13.1603 9.16645 5.07343     0.344363    0.0238162
814.951    3.13772 -12.9915 9.15014 5.11666     0.278329     0.148087
871.144 0.00369345 -12.8745 9.09465 5.11482     0.304713    -0.148317
871.144  0.0115047 -13.0722 9.09807 5.06553     0.372016   -0.0219041
871.144  0.0199185 -13.2699 8.96634 5.02295     0.435345  -0.00648375
871.144  0.0289833 -13.5011 8.86022 4.98272     0.526043  0.000283507
871.144  0.0387545 -13.7262 8.85425 4.95421      0.61511  0.000598788
871.144  0.0492947 -13.9553 8.92383 4.93059     0.693512   0.00831752
871.144  0.0606754 -14.1587 8.96878 4.91377     0.742518     0.010935
871.144  0.0729785 -14.3031 8.96704 4.90106     0.759362    0.0183247
871.144   0.086298 -14.3683 8.94314 4.89213     0.761298    0.0206657
871.144   0.100743 -14.3623 8.87868 4.88092     0.750414    0.0279622
871.144   0.116439 -14.2988 8.86163 4.87137     0.714741    0.0287022
871.144   0.133533 -14.2214 8.69716 4.85352     0.658947    0.0336221
871.144   0.152197  -14.159 8.60302 4.83326     0.592747    0.0327069
871.144   0.172633  -14.111 8.51342 4.81248     0.520623    0.0343215
871.144    0.19508 -14.0738 8.42333 4.79958     0.440613     0.030051
871.144   0.219821  -14.047 8.28352 4.78634     0.371207    0.0300303
871.144   0.247193 -14.0054 8.08182 4.77796     0.312962    0.0276973
871.144   0.277598 -13.9689  8.0335 4.76429     0.270111    0.0279376
871.144   0.311523 -13.9341  7.9423 4.75709     0.234348    0.0271725
871.144   0.349548 -13.9136 7.83247 4.74275      0.20561     0.026874
871.144   0.392376 -13.9126 7.76191 4.72572     0.183819    0.0261548
871.144    0.44085 -13.9315 7.67991 4.71617     0.169995     0.024883
871.144   0.495978 -13.9708  7.5976 4.70783     0.159301    0.0236295
871.144    0.55895 -14.0173 7.52624 4.69935     0.149782    0.0228388
871.144   0.631141 -14.0579 7.48393 4.69128     0.139615    0.0231747
871.144   0.714077 -14.0676 7.36709 4.67946     0.126302    0.0248929
871.144   0.809333 -14.0133 7.07519 4.65979     0.105108    0.0251014
871.144   0.918321 -13.8896 6.76589 4.63421    0.0802473    0.0240668
871.144    1.04191  -13.721 6.53592 4.60071    0.0606087    0.0218969
871.144     1.1799 -13.3921 6.16921 4.56502    0.0417852    0.0200744
871.144    1.33043  -13.179  6.5869 4.52987    0.0301534    0.0165815
871.144    1.48963 -13.0735 7.33756 4.52172    0.0238926   0.00800515
871.144    1.65196 -13.0682 7.31963 4.52248    0.0241264  -0.00834835
871.144    1.81117 -13.1709 6.53019 4.53549    0.0305076   -0.0167405
871.144    1.96169 -13.3956 6.23115 4.57526    0.0420012   -0.0201269
871.144    2.09968 -13.7255 6.65014 4.61214     0.061162   -0.0227493
871.144    2.22327 -13.8756 6.82843 4.64675    0.0823785   -0.0254391
871.144    2.33226 -13.9932 7.02369 4.67149     0.108376   -0.0262815
871.144    2.42752 -14.0385 7.28949 4.68472     0.131111   -0.0254786
871.144    2.51045 -14.0263 7.42183 4.69284      0.14393   -0.0233863
871.144    2.58264 -13.9782 7.49712 4.70097     0.151146   -0.0223191
871.144    2.64561 -13.9207 7.55256 4.71001     0.158378   -0.0225518
871.144    2.70074 -13.8705 7.67554 4.72032     0.166871   -0.0235312
871.144    2.74922 -13.8413 7.79596  4.7313      0.17906   -0.0251302
871.144    2.79204 -13.8412 7.84436 4.74589     0.197807   -0.0265771
871.144    2.83007 -13.8622 7.91973 4.76238     0.225349   -0.0272305
871.144    2.86399 -13.8972 7.96969 4.77552     0.263493   -0.0283951
871.144     2.8944 -13.9331  8.0982 4.78837     0.310955   -0.0287228
871.144    2.92177  -13.969 8.23242 4.79741     0.367448   -0.0309527
871.144    2.94651  -13.997 8.37963 4.80816     0.429548   -0.0308397
871.144    2.96896 -14.0338 8.45958  4.8136     0.504298   -0.0342234
871.144     2.9894 -14.0918  8.5735  4.8368     0.575918   -0.0325322
871.144    3.00806 -14.1711 8.68239  4.8538     0.642788   -0.0327606
871.144    3.02515 -14.2554 8.84421 4.87642     0.707086   -0.0281843
871.144    3.04085  -14.318 8.90343 4.89002     0.752639    -0.027112
871.144    3.05529 -14.3235 8.93166  4.8999     0.767604   -0.0202526
871.144    3.06861  -14.263 8.90847 4.91079     0.766755   -0.0169924
871.144    3.08092 -14.1269 8.90174  4.9256     0.752753   -0.0109244
871.144     3.0923 -13.9478 8.87946 4.94122     0.712574  -0.00773043
871.144    3.10284 -13.7504 8.85407 4.96178      0.63156  -0.00376324
871.144    3.11261 -13.5359 8.86822 4.98837     0.528533  -0.00127456
871.144    3.12167 -13.3319 9.00602 5.02678     0.422508   0.00219941
871.144    3.13009 -13.1664  9.1768 5.06643     0.343254     0.020359
871.144     3.1379 -12.9876 9.15835 5.11002     0.278719     0.151816
931.213 0.00352507 -12.8397 9.07442  5.1144      0.30503    -0.149836
931.213  0.0109811 -13.0432 9.06731 5.06255     0.375265   -0.0217868
931.213  0.0190136 -13.2408 8.93654   5.019     0.434082  -0.00535699
931.213  0.0276696 -13.4704 8.79533 4.97848     0.517512  0.000812472
931.213  0.0370024 -13.7177 8.85449 4.94816     0.604278  0.000790359
931.213  0.0470729 -13.9488 8.90638  4.9228     0.680542   0.00749375
931.213  0.0579502 -14.1564  8.9479 4.90369     0.736144    0.0113581
931.213  0.0697138 -14.3105 8.92678 4.88712      0.75582    0.0181146
931.213  0.0824553 -14.4006  8.9497 4.87534     0.760448    0.0213134
931.213  0.0962805 -14.4175 8.88548 4.86578     0.752925    0.0289891
931.213   0.111313 -14.3662  8.8725 4.85717     0.724521    0.0309526
931.213   0.127695 -14.2856 8.75552 4.84198     0.672796    0.0357946
931.213   0.145596 -14.2165 8.63106 4.82643     0.610386    0.0356036
931.213   0.165215 -14.1655 8.57482 4.80446     0.540248     0.037448
931.213   0.186787 -14.1296 8.48268 4.78971     0.463162    0.0347934
931.213   0.210591 -14.1069 8.37332 4.77677     0.391111    0.0352684
931.213   0.236963 -14.0693 8.19435 4.76765     0.327633    0.0321029
931.213   0.266307  -14.033 8.05339 4.75413     0.281259    0.0320722
931.213   0.299107 -13.9985 7.97378 4.74569     0.244832    0.0306432
931.213   0.335954 -13.9811 7.82396 4.73159      0.21708     0.029686
931.213   0.377563 -13.9859  7.7146 4.71692     0.194426    0.0283887
931.213   0.424801 -14.0119 7.54829 4.70525     0.178537    0.0269301
