      r      theta      rho   t_gas   t_rad          v_r      v_theta
931.213   0.478718 -14.0553 7.51204 4.69624     0.166395    0.0251947
931.213   0.540571  -14.105 7.43016 4.68758     0.157078    0.0243854
931.213    0.61184 -14.1478 7.38598 4.67856     0.147465    0.0252904
931.213   0.694203 -14.1569 7.26501 4.66544     0.132781    0.0271717
931.213   0.789451 -14.1006 7.15904 4.64481     0.108638    0.0277228
931.213    0.89927  -13.991 6.82613 4.61732    0.0872999     0.027984
931.213    1.02483 -13.8709 6.81579 4.57711    0.0704465    0.0279714
931.213    1.16617 -13.6204 6.84262 4.52928    0.0500681    0.0261373
931.213    1.32145 -13.5231 7.04972  4.4907    0.0364511    0.0201892
931.213     1.4865 -13.5167 7.59005 4.47886    0.0282188    0.0103102
931.213    1.65509 -13.5119 7.57488 4.48168    0.0283773   -0.0107341
931.213    1.82015  -13.511 6.98763 4.49827    0.0368013   -0.0205235
931.213    1.97543 -13.6148 6.80337 4.54001    0.0514155   -0.0265029
931.213    2.11676 -13.8583  6.5303 4.59011     0.073369   -0.0285948
931.213    2.24232 -13.9773 6.82903 4.62762    0.0890913   -0.0289921
931.213    2.35214 -14.0928 7.12696 4.65555     0.111939   -0.0289232
931.213    2.44739 -14.1349 7.22717 4.67293     0.135818   -0.0281974
931.213    2.52975 -14.1137 7.27501 4.68198     0.149517   -0.0253914
931.213    2.60102 -14.0612 7.28821   4.689     0.158243   -0.0234079
931.213    2.66287 -14.0036 7.41839 4.69795     0.167306   -0.0234848
931.213    2.71679 -13.9505 7.55226 4.70869     0.177023   -0.0245781
931.213    2.76403 -13.9162 7.67398 4.72211     0.190654   -0.0259406
931.213    2.80564 -13.9089 7.76496 4.73759     0.209575   -0.0281054
931.213    2.84249 -13.9281  7.9043 4.75347     0.237932   -0.0294043
931.213    2.87529 -13.9665 7.99487 4.76123     0.278142    -0.030996
931.213    2.90463 -14.0008 8.11293 4.76866     0.324519   -0.0310771
931.213      2.931 -14.0337 8.30003 4.78113     0.383412   -0.0331527
931.213    2.95481 -14.0597  8.4394 4.79297     0.449612   -0.0333175
931.213    2.97638 -14.0979  8.5105 4.80506     0.523549   -0.0363528
931.213      2.996 -14.1604 8.59813 4.82455     0.593146   -0.0344343
931.213     3.0139 -14.2419 8.69798 4.84175     0.656268   -0.0342917
931.213    3.03028 -14.3248 8.86923 4.85769      0.71857   -0.0298862
931.213    3.04531 -14.3717 8.89577 4.86748     0.756836   -0.0284516
931.213    3.05914 -14.3633  8.9425 4.87954     0.767797   -0.0214562
931.213    3.07188 -14.2801 8.89385  4.8912     0.764988   -0.0181549
931.213    3.08364 -14.1392 8.92558 4.90847     0.748828   -0.0120589
931.213    3.09452 -13.9587   8.897  4.9265     0.706603  -0.00881335
931.213    3.10459 -13.7523 8.87242 4.94752     0.623358  -0.00434778
931.213    3.11392 -13.5323  8.8636 4.97579     0.522242  -0.00249885
931.213    3.12258 -13.3245 8.97933 5.01406     0.419678   0.00148323
931.213    3.13061 -13.1502  9.1571 5.05611     0.342617    0.0180732
931.213    3.13807 -12.9809 9.14095 5.10295     0.281704     0.149915
995.425   0.003364 -12.8445 9.04994  5.1045      0.31074    -0.148464
995.425    0.01048 -13.0285 9.03962 5.05586     0.381248   -0.0261137
995.425  0.0181473 -13.2207 8.91503  5.0154     0.433853  -0.00357153
995.425  0.0264113 -13.4474 8.76522 4.97292     0.507534  -0.00036944
995.425  0.0353236 -13.6916 8.76044 4.94027     0.590188   0.00103654
995.425  0.0449429 -13.9405 8.88059  4.9142     0.665138   0.00645973
995.425  0.0553362 -14.1602 8.94655 4.89266     0.727875    0.0118796
995.425  0.0665806  -14.325 8.93668 4.87399     0.751784     0.018066
995.425   0.078765 -14.4275 8.93845 4.86027     0.758876      0.02238
995.425  0.0919922 -14.4679 8.92213 4.84959     0.754515    0.0299192
995.425   0.106382 -14.4346  8.8831 4.84027     0.732844    0.0335099
995.425   0.122075 -14.3552 8.78024 4.82679     0.686379    0.0389632
995.425   0.139235 -14.2785 8.69118 4.81315     0.627802    0.0396249
995.425   0.158058 -14.2223 8.55248 4.79582     0.561174    0.0422505
995.425   0.178775 -14.1889  8.5128 4.78175     0.485672    0.0407576
995.425   0.201662 -14.1688 8.40191 4.77118     0.411644    0.0402626
995.425   0.227051 -14.1374 8.26886  4.7561     0.344429     0.037286
995.425   0.255344 -14.1008 8.13922 4.74102     0.294109     0.036137
995.425   0.287026 -14.0656 8.01905 4.73228     0.254976    0.0339601
995.425   0.322692 -14.0486 7.93216 4.71805     0.222178    0.0319621
995.425   0.363066 -14.0607 7.79808 4.70719     0.196789    0.0298784
995.425   0.409038 -14.0939 7.68639 4.69607     0.181591    0.0281681
995.425   0.461694 -14.1415 7.58435 4.68522     0.170558    0.0264988
995.425   0.522354 -14.1951 7.55463 4.67635     0.160382    0.0257935
995.425   0.592596 -14.2392 7.53233 4.66726     0.151182    0.0273092
995.425   0.674253 -14.2515 7.38228 4.65349     0.138361    0.0300766
995.425   0.769338 -14.1953 7.16226 4.63185     0.116682    0.0307351
995.425   0.879831 -14.0767 6.75541 4.60181    0.0929136    0.0309745
995.425    1.00724  -13.984 6.64678 4.55938    0.0778297    0.0307392
995.425    1.15191 -13.8396 6.58105 4.50668    0.0592422    0.0303371
995.425    1.31206 -13.8481 7.27859 4.46439    0.0425276    0.0243154
995.425    1.48321 -13.9238 7.79422 4.45023    0.0304484    0.0131753
995.425    1.65838 -13.9159 7.76733 4.45084    0.0311344   -0.0140775
995.425    1.82953  -13.835  7.1991 4.46914    0.0429958   -0.0241533
995.425    1.98969 -13.8312  6.6975 4.51488    0.0588907   -0.0302435
995.425    2.13435 -13.9735 6.78455  4.5707    0.0770028    -0.030885
995.425    2.26176 -14.0741 6.95318   4.612    0.0949763   -0.0320341
995.425    2.37225 -14.1898 7.12113 4.64137     0.120925   -0.0321713
995.425    2.46734 -14.2338 7.28926 4.66098     0.143256    -0.031797
995.425      2.549 -14.2156 7.49549 4.67161     0.153433   -0.0281509
995.425    2.61924 -14.1618 7.65191 4.67923     0.160575   -0.0250267
995.425     2.6799 -14.0953 7.67968 4.68628     0.168633   -0.0241591
995.425    2.73255 -14.0358 7.69792 4.69688     0.178667   -0.0250476
995.425    2.77853 -13.9966    7.84 4.71141     0.192244   -0.0269172
995.425     2.8189 -13.9842 7.95504 4.72649     0.213917   -0.0298653
995.425    2.85457 -14.0007  7.9986 4.74217       0.2462   -0.0322055
995.425    2.88625 -14.0357 8.07075  4.7511     0.287519   -0.0336018
995.425    2.91454 -14.0674 8.24313 4.76096     0.338069   -0.0339699
995.425    2.93993  -14.099 8.33981 4.77273     0.404537   -0.0367871
995.425    2.96282 -14.1202 8.48929 4.78925     0.472092   -0.0368647
995.425    2.98353 -14.1645 8.51716 4.79831     0.545455   -0.0395106
995.425    3.00236 -14.2331 8.61292 4.81295     0.611218   -0.0377976
995.425    3.01952 -14.3179 8.78392  4.8241     0.671852   -0.0374769
995.425    3.03521 -14.3909 8.86332 4.83487      0.72986   -0.0330068
995.425     3.0496  -14.424 8.88256 4.84715     0.760765   -0.0305149
995.425    3.06283 -14.3966 8.94247 4.85942     0.767839   -0.0234201
995.425    3.07501 -14.2985 8.91239 4.87306     0.762885   -0.0194737
995.425    3.08626 -14.1475 8.93648 4.89208     0.743646   -0.0135058
995.425    3.09665  -13.952 8.86975 4.91166     0.697259  -0.00980912
995.425    3.10627 -13.7425 8.84952 4.93273     0.616368  -0.00544556
995.425    3.11518 -13.5232 8.82329 4.96347     0.516252  -0.00259689
995.425    3.12345 -13.3178 8.96815 5.00271     0.418018  2.94136e-05
995.425    3.13111 -13.1438 9.15232 5.04607     0.345744    0.0197917
995.425    3.13823 -12.9667 9.09647 5.08629      0.28491     0.143971
1064.07 0.00320998 -12.8616 9.03781 5.08888     0.320609    -0.145561
1064.07  0.0100007 -13.0289 9.02344 5.04593     0.390033   -0.0275988
1064.07  0.0173184 -13.2057 8.90406 5.00638     0.433735  -0.00162168
1064.07  0.0252069 -13.4233 8.75383 4.96433     0.495892 -0.000968995
1064.07   0.033716 -13.6717 8.76415 4.93021     0.574532   0.00204266
1064.07  0.0429023 -13.9174 8.84368 4.90097      0.64626   0.00549649
1064.07  0.0528307 -14.1532 8.94293 4.88028     0.714038    0.0122702
1064.07  0.0635758 -14.3377 8.94767 4.86005      0.74666    0.0182912
1064.07  0.0752236 -14.4545 8.97018 4.84454     0.755755    0.0235785
1064.07  0.0878742 -14.5119  8.9053 4.83246      0.75393    0.0304841
1064.07   0.101644 -14.5019 8.93293 4.82332     0.738027     0.036032
1064.07   0.116669  -14.432 8.77609 4.80741      0.69904    0.0417443
1064.07   0.133112 -14.3482 8.65295 4.79277     0.645723    0.0440641
1064.07   0.151161 -14.2868 8.58944 4.78275     0.581756    0.0471997
1064.07   0.171045 -14.2476 8.49141  4.7736     0.510643    0.0460912
1064.07   0.193034 -14.2289 8.38804 4.76233     0.435748    0.0446944
1064.07   0.217459 -14.2034 8.24515 4.74768     0.364976     0.040865
1064.07   0.244715 -14.1719 8.17161 4.73748       0.3092    0.0391583
1064.07   0.275288 -14.1389 8.01427 4.72397     0.268047    0.0373282
1064.07   0.309774 -14.1266  7.9176 4.70884     0.236138    0.0357446
1064.07   0.348905 -14.1411 7.84918 4.69828     0.209969    0.0337088
1064.07   0.393587 -14.1766  7.7536 4.68704      0.19134    0.0309184
1064.07   0.444939 -14.2249 7.69261 4.67525      0.17818    0.0287678
1064.07   0.504337 -14.2798 7.62148 4.66456     0.168345     0.028274
1064.07   0.573453 -14.3282 7.51165 4.65341     0.158796    0.0296361
1064.07   0.654273 -14.3491 7.38013  4.6404     0.146635    0.0329319
1064.07   0.749035 -14.3027 7.27309 4.61896     0.123434    0.0347681
1064.07   0.860035 -14.1868 6.92029 4.58982     0.101124    0.0360974
1064.07   0.989168 -14.0988 6.64896 4.54983    0.0851991    0.0373107
1064.07    1.13712 -14.0416 6.97018 4.49476       0.0661    0.0354701
1064.07    1.30225 -14.1348 7.36398   4.452    0.0496102    0.0283712
1064.07    1.47977 -14.2869 7.86185 4.43861    0.0358322    0.0155736
1064.07    1.66183 -14.2756 7.83293 4.44033    0.0362299   -0.0167357
1064.07    1.83934 -14.1269 7.38166 4.45676    0.0496636   -0.0284603
1064.07    2.00448  -14.028 6.94577 4.50191    0.0677668   -0.0360343
1064.07    2.15242 -14.0899 6.70459 4.55737     0.088894   -0.0376756
1064.07    2.28156 -14.1815 7.04044 4.59694     0.103286   -0.0368277
1064.07    2.39256 -14.2938 7.27523 4.62693     0.125536   -0.0357746
1064.07    2.48732 -14.3312 7.29087 4.64865     0.148066   -0.0342024
1064.07    2.56814 -14.3066 7.34617 4.66063     0.160814   -0.0302422
1064.07    2.63726 -14.2498 7.39485 4.66841     0.170763   -0.0269383
1064.07    2.69665  -14.179 7.40072  4.6771     0.180443   -0.0259792
1064.07    2.74801 -14.1196 7.56106 4.68909     0.190729   -0.0269947
1064.07    2.79269 -14.0807 7.70271 4.70396     0.206718   -0.0288851
1064.07    2.83182  -14.066 7.83978 4.71897      0.22894   -0.0316133
1064.07     2.8663 -14.0761 7.97745  4.7333      0.26075   -0.0341679
1064.07    2.89688 -14.1042 8.09303 4.74285     0.303704   -0.0362743
1064.07    2.92413 -14.1324 8.20178 4.74972     0.355691   -0.0371196
1064.07    2.94856 -14.1616 8.36618 4.75914      0.42174   -0.0401413
1064.07    2.97055 -14.1844  8.4461 4.77172      0.49294   -0.0407432
1064.07    2.99043 -14.2344 8.52794 4.77857     0.564524   -0.0427781
1064.07    3.00848 -14.3091 8.67994 4.79265     0.628864   -0.0406056
1064.07    3.02492 -14.3933 8.84294 4.80408     0.686885   -0.0406535
1064.07    3.03995 -14.4565 8.90757 4.81734     0.739675   -0.0361951
1064.07    3.05372 -14.4733   8.911 4.82789     0.762977   -0.0320682
1064.07    3.06637 -14.4296  8.9731 4.84266     0.767326   -0.0251442
1064.07    3.07802 -14.3194 8.94471  4.8577     0.760404   -0.0205207
1064.07    3.08876 -14.1621 8.93771 4.87824     0.740608    -0.014992
1064.07    3.09869 -13.9565 8.93056 4.89757     0.690416   -0.0105799
1064.07    3.10788 -13.7245 8.81032  4.9195     0.606352  -0.00666889
1064.07    3.11639 -13.5018 8.79199 4.95396     0.506197  -0.00197439
1064.07    3.12427 -13.3124 8.96422 4.99358     0.413299  -0.00109254
1064.07    3.13159 -13.1443 9.13726  5.0337     0.346769    0.0212849
1064.07    3.13838 -12.9736 9.07685 5.07183     0.286954     0.142037
1137.44 0.00306276  -12.882 9.01661 5.07075     0.331344    -0.136915
1137.44 0.00954235 -13.0298 9.03409 5.03841     0.395992   -0.0289321
1137.44  0.0165256 -13.1995   8.868 4.99715     0.434292  0.000771744
1137.44  0.0240546 -13.4101  8.7335 4.95432     0.483663  -0.00108865
1137.44  0.0321773 -13.6519 8.74297 4.91793     0.555104   0.00339356
1137.44  0.0409484 -13.8953 8.85574 4.89194     0.623738   0.00511312
1137.44  0.0504305 -14.1393  8.9228  4.8674      0.69645    0.0126194
1137.44  0.0606958  -14.343 8.96957 4.84849     0.738098    0.0186405
1137.44  0.0718276 -14.4823 9.01712 4.83198     0.751409    0.0249091
1137.44  0.0839227 -14.5543 8.91459 4.81618     0.752556    0.0313474
1137.44  0.0970943 -14.5666 8.99198 4.80338     0.741365     0.037511
1137.44   0.111475 -14.5181 8.83674  4.7871      0.71009    0.0431179
1137.44   0.127222 -14.4301 8.73353 4.77403     0.661047     0.046814
1137.44   0.144521 -14.3574 8.64944 4.76446     0.602575    0.0502014
1137.44   0.163594 -14.3083 8.54406  4.7611     0.532966    0.0492131
1137.44   0.184708 -14.2919  8.5164 4.75053      0.46024    0.0492784
1137.44   0.208187 -14.2696 8.38867 4.74226     0.386602    0.0452593
1137.44   0.234424 -14.2449 8.31053 4.73263     0.326974    0.0431385
1137.44   0.263901 -14.2182 8.17828 4.71902      0.28136    0.0410398
1137.44   0.297213 -14.2046 8.10161 4.70312     0.243641    0.0389817
1137.44   0.335097 -14.2158 8.03988 4.69086     0.215955    0.0363893
1137.44   0.378471 -14.2504 7.91843 4.67831     0.197642    0.0333849
1137.44   0.428482 -14.2996 7.79261 4.66681     0.183802     0.030756
1137.44   0.486556 -14.3598 7.70826 4.65629     0.172922    0.0304002
1137.44   0.554455 -14.4116 7.61888  4.6435     0.162587    0.0324276
1137.44   0.634309 -14.4352 7.42495 4.62729     0.151238    0.0359705
1137.44   0.728588 -14.3965 7.23295  4.6055      0.13187    0.0379349
1137.44   0.839919 -14.2932 7.04078 4.57542     0.108195    0.0383823
1137.44    0.97062 -14.2256 6.84601 4.53296    0.0948198    0.0400876
1137.44    1.12179 -14.2201 6.98261  4.4795     0.077995    0.0390269
1137.44    1.29201 -14.4008 7.54406 4.44075    0.0560366    0.0305825
1137.44    1.47615 -14.6333 7.90615 4.42933    0.0375157    0.0183288
1137.44    1.66544 -14.6254 7.86158 4.43014    0.0384043   -0.0200648
1137.44    1.84958 -14.3948 7.54009 4.44375    0.0569494   -0.0307253
1137.44     2.0198 -14.2073 7.06813 4.48545    0.0770652   -0.0388245
1137.44    2.17097 -14.2076 7.00435 4.54135    0.0929794   -0.0397274
1137.44    2.30167  -14.281 7.15367 4.58383     0.109931   -0.0393432
1137.44      2.413 -14.3903 7.23799 4.61523     0.134595   -0.0392088
1137.44    2.50728 -14.4237 7.32149 4.63773     0.154465   -0.0371836
1137.44    2.58714 -14.4025 7.55265 4.64865     0.165446   -0.0325559
1137.44    2.65504 -14.3423 7.64959 4.65717     0.173664   -0.0282853
1137.44    2.71311 -14.2656 7.74899 4.66814      0.18181   -0.0263937
1137.44    2.76312  -14.202  7.7914 4.68037     0.193138   -0.0271957
1137.44     2.8065  -14.161 7.89599 4.69546     0.208507   -0.0294541
1137.44    2.84438 -14.1447 8.01137 4.71155     0.233487   -0.0330582
1137.44    2.87769 -14.1519 8.02987 4.72635     0.270529   -0.0366576
1137.44    2.90717 -14.1729 8.15909 4.73828     0.316102     -0.03927
1137.44    2.93341 -14.1981 8.34799 4.74548     0.370726   -0.0407405
1137.44    2.95688 -14.2252 8.44383 4.74622     0.444483   -0.0441092
1137.44      2.978  -14.251 8.49539 4.75142     0.515189   -0.0443073
1137.44    2.99707 -14.3071 8.65777 4.75976     0.585137   -0.0460627
1137.44    3.01437 -14.3916 8.73927 4.77379     0.647586   -0.0446644
1137.44    3.03012 -14.4748 8.88101 4.78589      0.70288   -0.0435152
1137.44     3.0445 -14.5231 8.92476  4.8004     0.748396   -0.0389788
1137.44    3.05767 -14.5225 8.95023  4.8118      0.76502   -0.0335805
1137.44    3.06977 -14.4649  9.0007 4.82709      0.76731   -0.0272638
1137.44     3.0809 -14.3437 8.97976 4.84414     0.758318   -0.0216035
1137.44    3.09116 -14.1685 8.98279 4.86297      0.73588   -0.0167886
1137.44    3.10064 -13.9343  8.8559 4.88324     0.677223    -0.010784
1137.44    3.10942 -13.7072 8.77574  4.9077     0.593953  -0.00732264
1137.44    3.11754 -13.4913 8.82357 4.94395     0.495317  -0.00231372
1137.44    3.12507 -13.3064 8.97614 4.98084     0.407804  -0.00392132
1137.44    3.13205 -13.1488 9.14384 5.02293     0.347166     0.020294
1137.44    3.13853  -12.999    9.07 5.05284     0.292801     0.134419
1215.88 0.00292209 -12.8855 8.98929 5.05362     0.340813    -0.132891
1215.88 0.00910432 -13.0246 9.01175 5.02344     0.400069   -0.0320804
1215.88  0.0157676 -13.1918 8.83437 4.98401     0.434358    0.0024713
1215.88  0.0229525 -13.3988 8.74356 4.94401     0.473481 -0.000966193
1215.88  0.0307053 -13.6066 8.68151 4.90272     0.534938    0.0054406
1215.88  0.0390785 -13.8535 8.83871 4.87874     0.598662   0.00468274
1215.88  0.0481326 -14.1014 8.90055  4.8546     0.674794    0.0131789
1215.88  0.0579372  -14.335 8.98065  4.8374      0.72532     0.018666
1215.88   0.068573 -14.5032 9.02676 4.82043     0.745729    0.0260503
1215.88  0.0801337 -14.5959 8.95929 4.80291     0.750103    0.0321943
1215.88  0.0927289 -14.6267 9.04669 4.79063     0.743697    0.0391187
1215.88   0.106487  -14.602 8.97013   4.774     0.719608    0.0445944
1215.88   0.121562 -14.5226 8.86218  4.7615     0.676697    0.0485671
1215.88   0.138134 -14.4376 8.68628 4.75233     0.622186    0.0514662
1215.88    0.15642 -14.3763 8.53394 4.74704     0.557119    0.0522163
1215.88   0.176681 -14.3524 8.56929 4.73792      0.48612    0.0525768
1215.88   0.199237  -14.332 8.34526 4.72495      0.41236    0.0483289
1215.88   0.224474 -14.3135 8.28117 4.72248     0.349211    0.0463093
1215.88    0.25287 -14.2954 8.11382 4.71155     0.302389    0.0438702
1215.88   0.285017 -14.2834 8.04277 4.69887      0.26395    0.0423523
1215.88   0.321654 -14.2933 8.04051 4.68578     0.232532    0.0402614
1215.88   0.363709 -14.3236 7.91528 4.67115     0.209756    0.0371908
1215.88   0.412349 -14.3721 7.88487 4.65788     0.192369    0.0339568
1215.88   0.469045 -14.4386 7.86032 4.64708     0.180999    0.0329564
1215.88   0.535641 -14.4976 7.76517 4.63542     0.171018    0.0347675
1215.88   0.614408 -14.5299 7.53959 4.62075      0.15897    0.0392699
1215.88   0.708042 -14.5021 7.44371 4.59664     0.138627    0.0430431
1215.88   0.819519 -14.3953 7.08312 4.56604     0.117367    0.0447101
